Puntuacion,Veces_despertado,Horas_sueño_profundo,Temperatura,Porcentaje_humedad,Deporte_diario,Tipo_alimentacion,Ha_bebido_alcohol,Mes,Edad,Estacion,Hora_acostarse,Hora_despertar
9.1,0,1.0,14.6,55.4,mucho,equilibrada,No,mayo,33,primavera,0:00,8:00
10.0,0,5.0,22.2,65.0,mucho,sana,No,marzo,46,primavera,1:30,8:45
3.4,4,1.0,25.5,61.2,nada,procesada,No,diciembre,72,invierno,0:00,5:00
3.7,4,5.0,34.6,53.8,medio,equilibrada,No,junio,37,verano,0:30,8:45
6.0,2,10.0,15.8,74.4,nada,muy procesada,No,enero,33,invierno,21:45,11:00
4.6,4,2.0,15.8,70.9,medio,sana,No,junio,49,verano,23:00,5:15
4.1,2,3.0,34.4,49.6,nada,muy procesada,No,septiembre,6,otoño,23:45,11:00
8.4,1,3.0,41.9,52.3,poco,procesada,No,octubre,46,otoño,0:15,5:30
6.1,3,3.0,29.5,77.0,medio,equilibrada,No,abril,43,primavera,23:30,7:45
8.8,1,4.0,32.1,34.2,mucho,ayuno,No,agosto,30,verano,23:00,7:30
9.4,0,1.0,33.9,37.6,mucho,sana,No,abril,69,primavera,2:45,7:45
7.3,2,1.0,28.1,31.5,nada,equilibrada,No,noviembre,61,otoño,22:45,6:00
4.4,2,4.0,34.2,39.8,mucho,equilibrada,Si,abril,67,primavera,22:45,5:30
4.9,2,11.0,41.1,61.4,medio,sana,Si,junio,35,verano,20:15,8:00
4.3,2,1.0,35.1,77.5,poco,procesada,Si,diciembre,80,invierno,1:30,8:30
3.6,4,4.0,41.0,79.1,medio,equilibrada,No,febrero,35,invierno,2:30,10:45
8.0,0,7.0,35.8,49.4,poco,muy procesada,No,diciembre,14,invierno,22:00,6:00
3.5,3,5.0,18.4,68.1,medio,procesada,No,febrero,63,invierno,23:45,6:00
4.5,3,4.0,16.4,31.2,medio,equilibrada,Si,agosto,30,verano,23:00,5:00
6.7,1,6.0,35.7,64.5,medio,ayuno,Si,agosto,0,verano,22:30,6:45
6.6,1,4.0,10.8,54.7,medio,muy procesada,No,octubre,25,otoño,0:30,7:45
8.4,0,2.0,15.4,76.6,medio,equilibrada,No,diciembre,23,invierno,22:15,5:45
5.2,2,2.0,12.8,55.9,poco,equilibrada,Si,febrero,55,invierno,1:00,7:30
6.6,1,2.0,40.3,59.3,medio,sana,Si,marzo,12,primavera,2:30,8:00
4.3,4,3.0,17.5,60.6,nada,equilibrada,No,diciembre,32,invierno,23:00,6:30
5.4,3,3.0,18.9,42.6,nada,muy procesada,No,octubre,7,otoño,23:00,7:00
3.1,2,3.0,33.8,64.7,poco,procesada,Si,noviembre,7,otoño,22:15,6:30
8.5,1,1.0,41.8,46.2,medio,equilibrada,No,septiembre,78,otoño,1:15,8:45
9.4,0,4.0,22.2,75.4,mucho,equilibrada,No,abril,47,primavera,0:00,6:30
1.4,4,3.0,16.8,51.2,nada,procesada,Si,enero,66,invierno,1:45,6:00
5.2,2,5.0,32.7,32.3,medio,procesada,No,enero,28,invierno,23:00,5:15
5.7,3,9.0,18.4,79.1,medio,equilibrada,No,octubre,73,otoño,20:00,10:15
6.4,1,6.0,27.5,31.9,poco,procesada,Si,febrero,24,invierno,2:45,10:45
7.9,1,14.0,31.2,74.6,medio,sana,No,abril,70,primavera,20:45,11:45
7.3,2,12.0,23.8,45.1,medio,sana,No,marzo,7,primavera,20:00,9:00
4.6,1,5.0,12.9,44.7,nada,procesada,Si,noviembre,59,otoño,2:15,9:00
6.3,1,4.0,14.5,37.5,mucho,sana,Si,agosto,26,verano,2:00,9:15
1.0,4,3.0,23.4,75.3,nada,procesada,Si,diciembre,4,invierno,22:30,8:15
5.6,2,1.0,31.1,66.4,mucho,equilibrada,Si,mayo,67,primavera,23:45,5:15
7.0,2,12.0,10.2,39.4,mucho,ayuno,No,junio,71,verano,22:15,11:15
5.1,1,3.0,19.0,27.9,nada,muy procesada,Si,febrero,27,invierno,0:00,5:15
5.8,3,3.0,29.8,75.3,nada,equilibrada,No,octubre,55,otoño,1:45,8:15
7.3,2,2.0,14.2,68.4,medio,ayuno,No,mayo,26,primavera,23:30,5:15
3.8,4,2.0,33.5,51.9,poco,muy procesada,No,enero,22,invierno,21:45,7:30
7.9,1,1.0,34.9,60.9,medio,ayuno,No,agosto,9,verano,2:45,7:15
1.0,4,4.0,25.9,70.2,medio,muy procesada,Si,diciembre,18,invierno,0:30,8:45
3.8,3,2.0,10.5,36.6,nada,equilibrada,Si,septiembre,32,otoño,0:45,8:00
6.5,2,4.0,15.2,56.9,nada,equilibrada,No,septiembre,14,otoño,2:15,8:30
9.4,0,1.0,26.7,35.2,mucho,ayuno,No,marzo,55,primavera,22:15,11:15
2.8,4,3.0,41.7,55.1,poco,equilibrada,Si,febrero,65,invierno,0:30,8:00
7.6,2,6.0,44.6,54.4,medio,equilibrada,No,agosto,25,verano,1:30,9:45
1.0,4,5.0,19.2,43.7,nada,muy procesada,Si,septiembre,29,otoño,22:15,10:30
5.2,3,4.0,28.7,63.0,nada,muy procesada,No,enero,23,invierno,0:15,6:00
6.7,2,8.0,20.5,52.5,medio,equilibrada,No,junio,64,verano,20:45,9:00
8.1,1,2.0,13.9,78.1,mucho,equilibrada,No,mayo,72,primavera,0:15,6:45
4.7,3,6.0,37.8,73.3,medio,procesada,No,enero,53,invierno,22:30,5:30
4.6,2,3.0,35.9,27.3,mucho,equilibrada,Si,abril,57,primavera,23:30,6:15
9.6,0,2.0,21.6,31.3,mucho,equilibrada,No,junio,71,verano,20:00,7:30
4.3,1,5.0,26.6,56.8,medio,ayuno,Si,marzo,67,primavera,20:00,5:00
2.2,4,7.0,15.4,36.5,nada,equilibrada,Si,enero,10,invierno,22:15,6:15
3.0,3,1.0,10.6,56.3,nada,equilibrada,Si,septiembre,53,otoño,1:15,7:30
7.6,0,4.0,29.4,32.2,mucho,ayuno,No,junio,72,verano,2:15,10:30
9.1,0,3.0,13.2,72.9,mucho,ayuno,No,agosto,39,verano,1:30,7:00
6.8,1,3.0,20.8,64.0,mucho,sana,Si,mayo,13,primavera,20:45,7:15
2.7,3,6.0,38.2,66.1,medio,procesada,Si,septiembre,35,otoño,22:30,5:15
4.4,2,6.0,23.7,71.1,medio,equilibrada,Si,septiembre,17,otoño,22:00,11:15
5.2,3,1.0,18.6,53.4,medio,equilibrada,No,julio,57,verano,20:30,9:00
8.3,1,9.0,25.6,30.0,medio,sana,No,junio,67,verano,20:30,10:00
10.0,0,2.0,21.2,69.9,mucho,sana,No,junio,20,verano,0:15,7:00
2.3,3,7.0,14.6,46.8,nada,procesada,Si,noviembre,19,otoño,23:00,7:15
8.2,1,11.0,33.8,74.5,medio,equilibrada,No,septiembre,77,otoño,21:15,10:15
1.4,4,2.0,37.3,42.0,nada,procesada,Si,septiembre,25,otoño,2:00,8:45
3.5,4,5.0,37.1,75.7,nada,equilibrada,No,enero,65,invierno,22:30,5:00
3.4,4,3.0,25.0,26.3,medio,procesada,No,octubre,58,otoño,22:15,6:15
3.7,3,7.0,21.0,56.3,medio,ayuno,Si,mayo,58,primavera,1:15,9:30
8.0,2,1.0,20.7,65.5,poco,equilibrada,No,diciembre,4,invierno,2:30,8:15
2.0,4,3.0,43.9,79.3,medio,ayuno,Si,junio,18,verano,2:30,8:30
3.6,3,4.0,10.3,61.6,nada,muy procesada,No,octubre,12,otoño,23:45,7:00
5.2,1,4.0,10.4,36.0,nada,muy procesada,Si,diciembre,64,invierno,21:45,5:15
6.9,1,2.0,35.5,57.1,mucho,equilibrada,Si,abril,72,primavera,0:00,7:00
3.7,4,6.0,41.5,59.4,medio,sana,No,julio,39,verano,1:15,8:15
2.5,4,5.0,42.1,79.5,medio,equilibrada,Si,marzo,62,primavera,2:45,9:30
4.5,3,2.0,24.0,31.4,medio,equilibrada,No,septiembre,2,otoño,2:45,9:45
3.1,4,1.0,26.5,27.5,medio,equilibrada,No,enero,79,invierno,2:15,10:00
6.3,3,3.0,38.3,73.9,medio,equilibrada,No,septiembre,61,otoño,0:45,5:30
4.8,1,6.0,40.1,76.1,medio,procesada,Si,noviembre,34,otoño,21:00,6:00
5.4,2,4.0,42.1,77.0,poco,equilibrada,Si,octubre,30,otoño,0:30,5:30
7.2,2,3.0,38.5,66.5,mucho,equilibrada,No,marzo,11,primavera,1:45,6:45
2.8,4,6.0,42.9,48.3,medio,muy procesada,No,febrero,53,invierno,21:00,8:45
6.9,2,6.0,38.3,63.2,medio,equilibrada,No,abril,55,primavera,1:15,9:15
8.5,1,5.0,41.0,64.3,medio,equilibrada,No,abril,4,primavera,0:15,6:15
8.7,0,2.0,42.8,39.7,mucho,equilibrada,Si,marzo,36,primavera,0:15,8:15
7.7,2,5.0,17.5,42.8,medio,sana,No,junio,58,verano,22:45,6:45
3.1,4,6.0,43.9,77.0,medio,muy procesada,No,febrero,10,invierno,22:45,5:00
5.3,2,4.0,20.5,74.7,medio,procesada,No,septiembre,78,otoño,23:30,7:30
6.9,2,4.0,11.1,73.6,mucho,equilibrada,No,junio,48,verano,1:30,6:45
6.0,2,1.0,14.9,75.7,nada,procesada,No,septiembre,10,otoño,2:30,10:00
2.5,4,2.0,12.1,34.0,poco,procesada,No,noviembre,32,otoño,23:15,8:45
3.2,3,2.0,14.2,38.0,poco,procesada,Si,diciembre,6,invierno,0:45,5:45
10.0,0,5.0,11.6,36.9,mucho,equilibrada,No,marzo,9,primavera,2:30,8:00
4.6,4,1.0,19.7,63.1,medio,sana,No,junio,37,verano,21:15,5:15
5.7,2,5.0,28.2,53.2,poco,procesada,No,noviembre,32,otoño,2:15,8:00
4.2,4,6.0,27.7,32.4,poco,equilibrada,No,septiembre,2,otoño,20:30,5:45
7.9,1,5.0,11.4,51.1,medio,ayuno,No,agosto,8,verano,21:30,5:45
5.8,3,3.0,12.6,28.5,poco,equilibrada,No,octubre,22,otoño,22:15,6:15
4.0,3,4.0,35.2,26.5,medio,equilibrada,Si,mayo,15,primavera,0:45,5:00
3.9,4,2.0,11.9,35.8,medio,equilibrada,No,junio,39,verano,1:00,9:15
6.9,2,1.0,22.7,40.8,poco,procesada,No,Desconocido,33,invierno,2:15,8:00
4.6,4,5.0,31.3,63.4,medio,equilibrada,No,junio,19,verano,2:45,10:45
4.6,4,6.0,44.1,78.9,medio,equilibrada,No,noviembre,7,otoño,0:45,8:45
10.0,0,3.0,24.6,79.1,mucho,ayuno,No,marzo,27,primavera,0:45,5:00
3.2,3,3.0,19.5,50.3,nada,equilibrada,Si,diciembre,1,invierno,2:00,9:30
3.7,3,2.0,42.6,35.8,nada,procesada,No,octubre,28,otoño,21:00,7:00
5.6,3,8.0,16.5,45.2,medio,ayuno,No,abril,13,primavera,23:00,9:30
5.6,2,3.0,12.8,46.1,medio,sana,Si,marzo,66,primavera,21:15,5:15
4.3,2,4.0,22.9,75.0,mucho,equilibrada,Si,agosto,24,verano,2:45,8:00
4.3,3,2.0,12.9,75.1,poco,equilibrada,Si,septiembre,26,otoño,1:45,7:45
2.1,4,5.0,44.9,33.4,medio,sana,Si,marzo,72,primavera,21:15,9:30
6.4,2,6.0,34.6,65.0,medio,sana,No,junio,46,verano,2:00,9:45
5.8,1,3.0,15.4,59.9,medio,procesada,Si,diciembre,65,invierno,2:30,7:00
8.8,0,4.0,15.7,44.1,mucho,equilibrada,Si,junio,55,verano,23:30,5:00
2.8,4,3.0,16.1,28.3,medio,sana,Si,junio,19,verano,1:15,7:00
2.5,4,1.0,41.1,25.0,poco,procesada,No,septiembre,36,otoño,21:45,5:00
8.3,1,1.0,29.1,36.5,medio,equilibrada,No,enero,21,invierno,23:45,7:15
3.5,1,9.0,26.6,72.5,medio,muy procesada,Si,septiembre,63,otoño,21:30,11:15
7.8,2,5.0,40.8,40.4,mucho,sana,No,mayo,48,primavera,2:00,8:00
6.1,3,4.0,30.2,75.4,poco,equilibrada,No,enero,22,invierno,23:45,6:45
6.1,1,1.0,13.6,71.8,medio,sana,Si,abril,52,primavera,2:45,9:30
2.5,4,2.0,34.5,79.5,medio,sana,Si,julio,60,verano,0:00,7:30
5.8,2,2.0,21.4,39.0,nada,procesada,No,febrero,39,invierno,1:00,8:15
10.0,0,1.0,42.4,70.4,mucho,equilibrada,No,agosto,13,verano,1:00,9:00
6.7,2,2.0,19.5,70.1,mucho,ayuno,No,marzo,58,primavera,21:30,5:00
9.6,0,2.0,17.9,69.1,mucho,sana,No,mayo,33,primavera,20:45,8:45
6.8,1,1.0,44.2,47.7,mucho,ayuno,Si,marzo,23,primavera,2:00,7:00
1.0,4,3.0,15.4,64.9,medio,muy procesada,Si,diciembre,30,invierno,2:45,7:30
7.6,2,2.0,36.1,68.7,medio,ayuno,No,agosto,18,verano,1:15,8:00
7.3,2,4.0,18.7,38.8,mucho,sana,No,mayo,28,primavera,23:30,5:45
6.6,1,6.0,39.0,65.9,mucho,equilibrada,Si,abril,1,primavera,0:15,8:30
7.7,2,2.0,20.7,37.9,medio,ayuno,No,marzo,56,primavera,0:15,8:30
7.2,0,5.0,36.1,79.0,mucho,sana,Si,mayo,33,primavera,23:00,6:15
6.3,3,4.0,37.4,70.9,medio,equilibrada,No,julio,11,verano,23:30,7:15
8.7,1,2.0,36.6,58.0,medio,equilibrada,No,mayo,72,primavera,1:00,9:15
6.6,2,1.0,20.8,59.4,medio,muy procesada,No,noviembre,54,otoño,0:45,7:15
2.5,4,7.0,31.9,49.9,poco,muy procesada,No,noviembre,60,otoño,1:30,9:15
10.0,0,4.0,23.3,70.7,mucho,ayuno,No,marzo,42,primavera,22:15,6:30
8.1,0,5.0,27.5,72.7,mucho,sana,Si,agosto,8,verano,1:30,8:00
7.7,1,5.0,26.0,51.3,medio,sana,No,mayo,73,primavera,20:30,6:45
7.9,2,2.0,31.4,26.4,medio,sana,No,junio,78,verano,0:30,5:00
5.4,3,3.0,23.4,54.7,nada,equilibrada,No,enero,70,invierno,2:00,8:00
7.9,1,4.0,41.7,70.7,mucho,sana,No,julio,73,verano,21:15,9:00
3.2,4,2.0,30.5,65.6,nada,muy procesada,No,septiembre,22,otoño,2:00,8:45
2.9,4,6.0,37.2,30.8,poco,procesada,No,febrero,51,invierno,1:00,8:00
3.3,4,6.0,13.3,30.6,medio,sana,No,abril,68,primavera,22:45,6:15
6.6,2,1.0,17.4,72.4,mucho,sana,No,marzo,11,primavera,22:15,7:45
6.8,2,2.0,19.0,59.7,mucho,sana,No,Desconocido,10,primavera,22:15,5:00
7.5,1,2.0,31.3,70.8,mucho,sana,No,abril,70,primavera,1:00,7:30
6.0,2,1.0,38.7,43.1,poco,procesada,No,diciembre,64,invierno,22:00,5:00
8.0,2,3.0,30.3,63.8,mucho,ayuno,No,agosto,70,verano,2:30,9:15
7.4,1,5.0,38.7,52.4,medio,muy procesada,No,enero,5,invierno,21:30,5:45
8.7,1,2.0,12.9,54.6,mucho,sana,No,julio,77,verano,0:30,6:45
2.4,4,3.0,43.3,29.3,medio,muy procesada,No,enero,71,invierno,0:15,6:45
7.7,1,1.0,20.9,28.3,mucho,sana,No,agosto,77,verano,20:15,5:30
8.2,1,5.0,10.3,52.6,mucho,ayuno,No,marzo,28,primavera,21:30,5:15
5.5,2,3.0,40.7,62.7,mucho,ayuno,Si,junio,4,verano,2:00,8:15
4.4,3,1.0,35.9,68.7,medio,sana,Si,julio,62,verano,0:30,5:00
6.3,2,1.0,38.9,52.1,poco,procesada,No,octubre,14,otoño,2:30,7:30
10.0,0,3.0,16.2,58.2,mucho,sana,No,agosto,67,verano,0:45,6:00
4.5,3,4.0,34.7,44.5,medio,ayuno,Si,junio,41,verano,20:45,6:30
8.0,0,4.0,35.3,73.7,mucho,equilibrada,Si,marzo,66,primavera,22:45,6:45
8.8,1,6.0,30.1,56.2,mucho,equilibrada,No,agosto,9,verano,20:30,8:30
7.3,2,7.0,35.3,43.0,mucho,equilibrada,No,junio,22,verano,20:45,11:15
4.5,2,2.0,28.7,47.0,poco,procesada,Si,diciembre,44,invierno,22:45,5:30
4.9,3,6.0,17.7,67.6,medio,equilibrada,No,enero,26,invierno,22:00,7:15
1.0,4,2.0,42.1,69.9,medio,procesada,Si,septiembre,76,otoño,0:00,6:15
5.4,2,4.0,22.6,61.9,mucho,ayuno,Si,junio,55,verano,2:00,9:45
6.4,2,2.0,42.1,72.7,poco,procesada,No,febrero,48,invierno,21:45,6:15
7.8,1,7.0,17.2,56.4,poco,procesada,No,noviembre,15,otoño,20:45,7:00
6.8,1,3.0,27.1,49.0,medio,ayuno,Si,julio,62,verano,21:45,7:15
2.5,4,7.0,44.5,44.4,medio,equilibrada,Si,enero,66,invierno,23:30,7:30
6.1,1,3.0,34.8,77.2,medio,sana,Si,abril,45,primavera,23:00,5:15
6.2,3,5.0,15.9,47.6,poco,equilibrada,No,septiembre,64,otoño,22:30,5:00
7.7,1,2.0,40.7,50.6,mucho,ayuno,No,junio,38,verano,0:15,7:00
4.6,4,3.0,15.8,57.9,medio,sana,No,julio,75,verano,2:45,10:45
6.5,2,1.0,11.3,50.9,mucho,ayuno,No,abril,53,primavera,0:30,7:00
4.1,3,3.0,13.1,50.1,medio,equilibrada,Si,abril,49,primavera,21:00,5:15
5.0,3,5.0,35.5,29.7,nada,procesada,No,octubre,34,otoño,2:30,8:15
8.1,1,3.0,42.8,48.1,mucho,equilibrada,No,julio,70,verano,2:30,9:30
2.9,4,4.0,36.2,59.7,nada,equilibrada,Si,diciembre,76,invierno,0:30,5:45
6.7,1,3.0,45.0,52.6,medio,sana,No,marzo,60,primavera,1:45,8:00
5.2,2,2.0,45.0,52.6,nada,muy procesada,No,noviembre,79,otoño,0:30,7:00
4.6,1,2.0,20.2,29.4,medio,procesada,Si,diciembre,19,invierno,23:00,7:30
2.1,3,4.0,15.6,69.1,poco,procesada,Si,febrero,44,invierno,2:30,9:00
5.3,2,5.0,35.4,33.4,nada,muy procesada,No,diciembre,27,invierno,21:30,5:45
8.3,1,4.0,18.2,73.4,nada,procesada,No,octubre,17,otoño,1:00,6:30
8.0,1,2.0,15.3,71.8,mucho,ayuno,No,agosto,71,verano,20:45,8:00
4.4,3,2.0,21.0,78.2,poco,muy procesada,No,febrero,76,invierno,0:45,7:15
3.6,3,3.0,40.8,45.2,medio,muy procesada,No,noviembre,53,otoño,1:30,7:00
3.2,4,3.0,20.7,27.4,medio,equilibrada,No,julio,4,verano,2:00,9:15
9.1,1,7.0,41.1,70.6,mucho,equilibrada,No,agosto,6,verano,20:45,9:30
7.8,2,2.0,41.0,65.0,medio,sana,No,marzo,47,primavera,22:45,6:45
2.8,4,6.0,12.3,72.6,medio,procesada,No,enero,3,invierno,0:00,8:00
4.7,3,3.0,30.5,67.7,medio,equilibrada,No,marzo,64,primavera,0:45,8:45
5.5,3,3.0,16.5,47.1,medio,equilibrada,No,noviembre,65,otoño,1:45,6:45
7.5,2,4.0,35.1,27.7,medio,ayuno,No,julio,59,verano,2:15,9:15
6.5,2,1.0,31.9,39.4,medio,procesada,No,febrero,49,invierno,2:30,9:45
5.6,2,6.0,30.3,47.8,medio,muy procesada,No,diciembre,18,invierno,21:45,5:15
4.6,1,3.0,22.9,34.6,mucho,ayuno,Si,julio,5,verano,2:45,8:30
4.6,4,6.0,21.9,50.1,nada,equilibrada,No,septiembre,32,otoño,2:00,9:15
3.5,4,5.0,44.8,48.5,medio,equilibrada,No,mayo,12,primavera,0:15,8:30
5.0,3,9.0,16.6,68.0,poco,equilibrada,No,febrero,58,invierno,21:15,7:00
8.8,1,3.0,31.9,71.6,mucho,equilibrada,No,abril,14,primavera,0:45,5:00
4.9,2,4.0,33.2,60.1,mucho,equilibrada,Si,mayo,62,primavera,2:15,9:00
3.7,3,3.0,15.9,50.9,nada,procesada,No,enero,0,invierno,20:45,5:45
6.3,2,4.0,20.4,60.6,mucho,sana,No,julio,36,verano,2:15,8:00
6.0,2,2.0,21.9,43.9,poco,muy procesada,No,octubre,51,otoño,21:45,5:15
5.4,2,7.0,34.9,49.3,medio,ayuno,Si,julio,34,verano,0:15,8:15
7.5,1,3.0,22.0,36.3,nada,equilibrada,No,enero,14,invierno,21:00,5:15
5.5,2,4.0,15.7,37.7,mucho,equilibrada,Si,julio,13,verano,0:00,6:00
5.5,1,2.0,40.7,78.8,poco,muy procesada,Si,enero,26,invierno,23:30,7:30
6.0,3,1.0,33.2,50.7,medio,equilibrada,No,Desconocido,38,verano,0:00,5:15
8.0,0,8.0,16.2,79.0,mucho,ayuno,Si,junio,29,verano,22:30,8:30
3.4,4,5.0,42.6,66.4,medio,equilibrada,No,julio,58,verano,0:00,8:30
7.8,1,7.0,20.4,31.6,nada,equilibrada,No,noviembre,60,otoño,2:15,10:45
4.3,4,3.0,41.0,43.2,medio,equilibrada,No,junio,55,verano,21:15,5:45
8.6,1,4.0,15.9,47.7,mucho,equilibrada,No,junio,80,verano,20:15,11:00
8.2,1,3.0,12.3,73.2,poco,equilibrada,No,febrero,22,invierno,1:15,7:30
3.6,4,2.0,42.9,51.6,medio,equilibrada,No,marzo,8,primavera,22:30,11:45
6.2,2,1.0,10.0,42.4,mucho,equilibrada,No,agosto,11,verano,1:15,8:30
3.7,4,5.0,22.0,25.4,medio,equilibrada,No,noviembre,58,otoño,23:45,6:00
4.1,4,4.0,31.3,45.4,poco,equilibrada,No,febrero,7,invierno,23:00,7:45
1.8,4,7.0,41.5,79.2,poco,equilibrada,Si,noviembre,1,otoño,21:45,5:15
5.0,2,5.0,23.0,72.7,mucho,equilibrada,Si,julio,23,verano,20:00,5:30
4.2,3,2.0,19.3,73.8,poco,muy procesada,No,febrero,17,invierno,2:45,10:45
6.1,1,1.0,19.4,47.3,nada,equilibrada,Si,febrero,39,invierno,0:45,8:15
8.4,1,6.0,39.6,50.3,medio,muy procesada,No,enero,48,invierno,23:15,7:00
6.5,1,3.0,13.3,33.0,medio,equilibrada,Si,agosto,36,verano,0:30,8:15
6.2,2,1.0,40.6,56.5,medio,equilibrada,No,marzo,40,primavera,1:15,6:45
2.7,4,2.0,27.0,41.9,poco,procesada,No,septiembre,32,otoño,0:45,7:45
4.3,3,3.0,44.7,59.9,medio,ayuno,Si,agosto,19,verano,0:45,5:15
3.9,3,5.0,34.7,62.0,poco,muy procesada,No,septiembre,64,otoño,1:15,7:00
7.9,2,4.0,29.4,57.4,mucho,equilibrada,No,agosto,4,verano,2:00,7:45
4.3,2,6.0,37.5,77.8,poco,equilibrada,Si,noviembre,48,otoño,20:45,6:30
8.2,1,2.0,38.9,39.9,mucho,sana,No,julio,75,verano,2:00,10:15
3.7,3,5.0,15.1,25.0,medio,equilibrada,Si,abril,72,primavera,1:00,9:45
3.2,4,4.0,14.8,49.8,nada,procesada,No,diciembre,0,invierno,22:45,5:15
6.1,1,1.0,31.2,38.2,poco,muy procesada,Si,noviembre,61,otoño,0:00,7:00
2.1,4,9.0,39.6,54.3,poco,procesada,No,diciembre,79,invierno,23:00,9:30
3.2,4,4.0,26.5,56.8,medio,procesada,No,octubre,14,otoño,0:00,5:45
1.5,4,3.0,21.6,67.4,medio,procesada,Si,noviembre,54,otoño,0:45,8:30
5.2,3,1.0,14.8,52.2,poco,procesada,No,diciembre,79,invierno,0:00,5:30
9.7,0,5.0,10.0,56.9,mucho,sana,No,abril,32,primavera,23:30,5:15
4.8,3,5.0,30.7,26.0,medio,procesada,No,febrero,14,invierno,0:00,7:30
6.2,2,3.0,32.0,39.6,medio,ayuno,No,junio,17,verano,1:45,6:45
1.6,4,1.0,43.3,52.0,medio,ayuno,Si,junio,72,verano,21:15,5:45
5.8,1,9.0,42.4,39.8,poco,procesada,Si,noviembre,0,otoño,20:45,7:45
5.2,2,8.0,32.3,68.8,nada,procesada,No,enero,6,invierno,20:30,10:00
1.2,4,11.0,34.0,69.3,poco,procesada,Si,febrero,20,invierno,21:00,10:30
6.2,1,5.0,29.3,45.1,medio,muy procesada,Si,febrero,76,invierno,23:00,10:45
10.0,0,1.0,40.9,30.4,mucho,equilibrada,No,agosto,77,verano,22:30,7:45
4.6,3,2.0,33.3,37.2,medio,ayuno,No,agosto,12,verano,1:45,6:15
3.5,4,1.0,32.6,75.0,nada,equilibrada,No,septiembre,16,otoño,1:30,9:15
4.6,4,1.0,14.1,26.1,medio,equilibrada,No,agosto,51,verano,23:45,6:30
2.9,3,4.0,26.1,28.9,medio,procesada,Si,diciembre,18,invierno,1:00,9:15
8.2,1,4.0,43.5,54.4,nada,procesada,No,Desconocido,26,otoño,0:00,7:00
4.4,3,2.0,37.0,25.5,medio,muy procesada,No,diciembre,25,invierno,2:00,9:45
4.4,3,2.0,13.1,42.4,nada,muy procesada,No,septiembre,63,otoño,2:30,9:00
5.4,2,4.0,12.5,37.0,medio,equilibrada,Si,febrero,80,invierno,2:45,8:15
1.0,4,1.0,22.3,61.6,nada,muy procesada,Si,febrero,22,invierno,1:30,9:45
2.7,3,2.0,26.2,38.6,nada,procesada,Si,septiembre,20,otoño,0:45,8:15
7.8,1,5.0,23.5,48.7,mucho,ayuno,No,julio,76,verano,2:45,9:00
1.0,3,3.0,30.3,47.5,nada,procesada,Si,septiembre,34,otoño,1:15,6:15
7.8,1,9.0,33.4,62.1,mucho,equilibrada,No,junio,23,verano,20:45,11:00
7.6,1,1.0,16.5,44.7,mucho,ayuno,No,marzo,8,primavera,1:45,6:00
5.7,2,5.0,25.7,32.3,medio,procesada,No,febrero,13,invierno,23:00,5:15
4.8,4,3.0,44.5,53.4,nada,equilibrada,No,septiembre,58,otoño,21:30,9:30
4.8,3,1.0,10.6,52.2,medio,equilibrada,No,noviembre,71,otoño,23:45,10:00
4.8,3,4.0,21.9,38.3,medio,ayuno,No,mayo,50,primavera,1:00,7:45
4.9,3,5.0,30.7,28.5,medio,procesada,No,noviembre,75,otoño,23:00,6:00
2.8,3,3.0,36.6,46.7,nada,equilibrada,Si,octubre,71,otoño,22:45,6:00
4.5,2,9.0,21.5,63.0,mucho,sana,Si,agosto,17,verano,22:30,11:15
10.0,0,5.0,31.1,32.9,mucho,equilibrada,No,abril,73,primavera,2:30,10:15
8.2,0,7.0,11.3,39.3,mucho,equilibrada,No,julio,72,verano,21:15,5:00
5.6,1,2.0,10.1,70.0,medio,equilibrada,Si,enero,59,invierno,0:15,7:15
7.7,1,2.0,22.2,51.4,nada,procesada,No,diciembre,54,invierno,1:00,7:30
7.7,0,3.0,15.0,28.9,mucho,sana,Si,junio,70,verano,1:00,7:00
5.7,3,3.0,24.4,75.2,medio,equilibrada,No,julio,57,verano,23:00,5:00
7.3,1,1.0,36.9,63.9,medio,ayuno,Si,agosto,71,verano,0:45,6:30
8.9,1,4.0,40.7,69.4,medio,equilibrada,No,abril,59,primavera,1:45,8:30
6.3,2,14.0,34.0,38.1,medio,equilibrada,No,noviembre,54,otoño,20:00,11:45
5.0,2,3.0,13.6,73.3,medio,equilibrada,Si,noviembre,4,otoño,23:30,11:45
9.3,1,3.0,37.2,58.5,mucho,equilibrada,No,mayo,49,primavera,21:00,5:30
2.4,4,3.0,10.7,54.4,nada,procesada,No,octubre,48,otoño,2:45,8:30
1.3,4,10.0,27.7,61.0,medio,sana,Si,marzo,40,primavera,20:30,7:15
7.1,2,6.0,10.8,59.2,mucho,equilibrada,No,mayo,70,primavera,22:30,5:00
8.8,1,5.0,41.5,56.5,poco,equilibrada,No,octubre,24,otoño,2:45,8:30
2.7,4,1.0,24.4,30.0,medio,muy procesada,No,diciembre,31,invierno,0:00,5:00
6.2,1,2.0,31.5,48.6,mucho,equilibrada,Si,marzo,41,primavera,23:15,7:15
4.7,3,2.0,44.6,75.6,nada,muy procesada,No,enero,3,invierno,0:45,6:00
8.5,1,1.0,23.7,59.8,medio,equilibrada,No,agosto,36,verano,2:45,9:30
9.0,1,4.0,12.9,45.5,mucho,ayuno,No,abril,64,primavera,1:45,6:45
