Puntuacion,Veces_despertado,Horas_sueño_profundo,Temperatura,Porcentaje_humedad,Deporte_diario,Tipo_alimentacion,Ha_bebido_alcohol,Mes,Edad,Estacion,Hora_acostarse,Hora_despertar
8.0,0,7,35.8,49.4,poco,muy procesada,False,diciembre,14,invierno,22:00,6:00
3.5,3,5,18.4,68.1,medio,procesada,False,febrero,63,invierno,23:45,6:00
5.3,3,8,12.4,65.6,poco,muy procesada,False,noviembre,68,otoño,21:15,11:30
4.5,3,4,16.4,31.2,medio,equilibrada,True,agosto,30,verano,23:00,5:00
6.7,1,6,35.7,64.5,medio,ayuno,True,agosto,0,verano,22:30,6:45
6.6,1,4,10.8,54.7,medio,muy procesada,False,octubre,25,otoño,0:30,7:45
8.4,0,2,15.4,76.6,medio,equilibrada,False,diciembre,23,invierno,22:15,5:45
5.2,2,2,12.8,55.9,poco,equilibrada,True,febrero,55,invierno,1:00,7:30
6.6,1,2,40.3,59.3,medio,sana,True,marzo,12,primavera,2:30,8:00
4.3,4,3,17.5,60.6,nada,equilibrada,False,diciembre,32,invierno,23:00,6:30
5.4,3,3,18.9,42.6,nada,muy procesada,False,octubre,7,otoño,23:00,7:00
3.1,2,3,33.8,64.7,poco,procesada,True,noviembre,7,otoño,22:15,6:30
8.5,1,1,41.8,46.2,medio,equilibrada,False,septiembre,78,otoño,1:15,8:45
9.4,0,4,22.2,75.4,mucho,equilibrada,False,abril,47,primavera,0:00,6:30
1.4,4,3,16.8,51.2,nada,procesada,True,enero,66,invierno,1:45,6:00
5.2,2,5,32.7,32.3,medio,procesada,False,enero,28,invierno,23:00,5:15
5.7,3,9,18.4,79.1,medio,equilibrada,False,octubre,73,otoño,20:00,10:15
6.4,1,6,27.5,31.9,poco,procesada,True,febrero,24,invierno,2:45,10:45
7.9,1,14,31.2,74.6,medio,sana,False,abril,70,primavera,20:45,11:45
7.3,2,12,23.8,45.1,medio,sana,False,marzo,7,primavera,20:00,9:00
4.6,1,5,12.9,44.7,nada,procesada,True,noviembre,59,otoño,2:15,9:00
6.3,1,4,14.5,37.5,mucho,sana,True,agosto,26,verano,2:00,9:15
1.0,4,3,23.4,75.3,nada,procesada,True,diciembre,4,invierno,22:30,8:15
5.6,2,1,31.1,66.4,mucho,equilibrada,True,mayo,67,primavera,23:45,5:15
7.0,2,12,10.2,39.4,mucho,ayuno,False,junio,71,verano,22:15,11:15
5.1,1,3,19.0,27.9,nada,muy procesada,True,febrero,27,invierno,0:00,5:15
5.8,3,3,29.8,75.3,nada,equilibrada,False,octubre,55,otoño,1:45,8:15
7.3,2,2,14.2,68.4,medio,ayuno,False,mayo,26,primavera,23:30,5:15
3.8,4,2,33.5,51.9,poco,muy procesada,False,enero,22,invierno,21:45,7:30
7.9,1,1,34.9,60.9,medio,ayuno,False,agosto,9,verano,2:45,7:15
1.0,4,4,25.9,70.2,medio,muy procesada,True,diciembre,18,invierno,0:30,8:45
3.8,3,2,10.5,36.6,nada,equilibrada,True,septiembre,32,otoño,0:45,8:00
6.5,2,4,15.2,56.9,nada,equilibrada,False,septiembre,14,otoño,2:15,8:30
9.4,0,1,26.7,35.2,mucho,ayuno,False,marzo,55,primavera,22:15,11:15
2.8,4,3,41.7,55.1,poco,equilibrada,True,febrero,65,invierno,0:30,8:00
7.6,2,6,44.6,54.4,medio,equilibrada,False,agosto,25,verano,1:30,9:45
1.0,4,5,19.2,43.7,nada,muy procesada,True,septiembre,29,otoño,22:15,10:30
5.2,3,4,28.7,63.0,nada,muy procesada,False,enero,23,invierno,0:15,6:00
6.7,2,8,20.5,52.5,medio,equilibrada,False,junio,64,verano,20:45,9:00
8.1,1,2,13.9,78.1,mucho,equilibrada,False,mayo,72,primavera,0:15,6:45
4.7,3,6,37.8,73.3,medio,procesada,False,enero,53,invierno,22:30,5:30
4.6,2,3,35.9,27.3,mucho,equilibrada,True,abril,57,primavera,23:30,6:15
9.6,0,2,21.6,31.3,mucho,equilibrada,False,junio,71,verano,20:00,7:30
4.3,1,5,26.6,56.8,medio,ayuno,True,marzo,67,primavera,20:00,5:00
2.2,4,7,15.4,36.5,nada,equilibrada,True,enero,10,invierno,22:15,6:15
3.0,3,1,10.6,56.3,nada,equilibrada,True,septiembre,53,otoño,1:15,7:30
7.6,0,4,29.4,32.2,mucho,ayuno,False,junio,72,verano,2:15,10:30
9.1,0,3,13.2,72.9,mucho,ayuno,False,agosto,39,verano,1:30,7:00
6.8,1,3,20.8,64.0,mucho,sana,True,mayo,13,primavera,20:45,7:15
2.7,3,6,38.2,66.1,medio,procesada,True,septiembre,35,otoño,22:30,5:15
4.4,2,6,23.7,71.1,medio,equilibrada,True,septiembre,17,otoño,22:00,11:15
5.2,3,1,18.6,53.4,medio,equilibrada,False,julio,57,verano,20:30,9:00
8.3,1,9,25.6,30.0,medio,sana,False,junio,67,verano,20:30,10:00
10.0,0,2,21.2,69.9,mucho,sana,False,junio,20,verano,0:15,7:00
2.3,3,7,14.6,46.8,nada,procesada,True,noviembre,19,otoño,23:00,7:15
8.2,1,11,33.8,74.5,medio,equilibrada,False,septiembre,77,otoño,21:15,10:15
1.4,4,2,37.3,42.0,nada,procesada,True,septiembre,25,otoño,2:00,8:45
3.5,4,5,37.1,75.7,nada,equilibrada,False,enero,65,invierno,22:30,5:00
3.4,4,3,25.0,26.3,medio,procesada,False,octubre,58,otoño,22:15,6:15
3.7,3,7,21.0,56.3,medio,ayuno,True,mayo,58,primavera,1:15,9:30
8.0,2,1,20.7,65.5,poco,equilibrada,False,diciembre,4,invierno,2:30,8:15
2.0,4,3,43.9,79.3,medio,ayuno,True,junio,18,verano,2:30,8:30
3.6,3,4,10.3,61.6,nada,muy procesada,False,octubre,12,otoño,23:45,7:00
5.2,1,4,10.4,36.0,nada,muy procesada,True,diciembre,64,invierno,21:45,5:15
6.9,1,2,35.5,57.1,mucho,equilibrada,True,abril,72,primavera,0:00,7:00
3.7,4,6,41.5,59.4,medio,sana,False,julio,39,verano,1:15,8:15
2.5,4,5,42.1,79.5,medio,equilibrada,True,marzo,62,primavera,2:45,9:30
4.5,3,2,24.0,31.4,medio,equilibrada,False,septiembre,2,otoño,2:45,9:45
3.1,4,1,26.5,27.5,medio,equilibrada,False,enero,79,invierno,2:15,10:00
6.3,3,3,38.3,73.9,medio,equilibrada,False,septiembre,61,otoño,0:45,5:30
4.8,1,6,40.1,76.1,medio,procesada,True,noviembre,34,otoño,21:00,6:00
5.4,2,4,42.1,77.0,poco,equilibrada,True,octubre,30,otoño,0:30,5:30
7.2,2,3,38.5,66.5,mucho,equilibrada,False,marzo,11,primavera,1:45,6:45
2.8,4,6,42.9,48.3,medio,muy procesada,False,febrero,53,invierno,21:00,8:45
6.9,2,6,38.3,63.2,medio,equilibrada,False,abril,55,primavera,1:15,9:15
8.5,1,5,41.0,64.3,medio,equilibrada,False,abril,4,primavera,0:15,6:15
8.7,0,2,42.8,39.7,mucho,equilibrada,True,marzo,36,primavera,0:15,8:15
7.7,2,5,17.5,42.8,medio,sana,False,junio,58,verano,22:45,6:45
3.1,4,6,43.9,77.0,medio,muy procesada,False,febrero,10,invierno,22:45,5:00
5.3,2,4,20.5,74.7,medio,procesada,False,septiembre,78,otoño,23:30,7:30
6.9,2,4,11.1,73.6,mucho,equilibrada,False,junio,48,verano,1:30,6:45
6.0,2,1,14.9,75.7,nada,procesada,False,septiembre,10,otoño,2:30,10:00
2.5,4,2,12.1,34.0,poco,procesada,False,noviembre,32,otoño,23:15,8:45
3.2,3,2,14.2,38.0,poco,procesada,True,diciembre,6,invierno,0:45,5:45
10.0,0,5,11.6,36.9,mucho,equilibrada,False,marzo,9,primavera,2:30,8:00
4.6,4,1,19.7,63.1,medio,sana,False,junio,37,verano,21:15,5:15
5.7,2,5,28.2,53.2,poco,procesada,False,noviembre,32,otoño,2:15,8:00
4.2,4,6,27.7,32.4,poco,equilibrada,False,septiembre,2,otoño,20:30,5:45
7.9,1,5,11.4,51.1,medio,ayuno,False,agosto,8,verano,21:30,5:45
5.8,3,3,12.6,28.5,poco,equilibrada,False,octubre,22,otoño,22:15,6:15
4.0,3,4,35.2,26.5,medio,equilibrada,True,mayo,15,primavera,0:45,5:00
3.9,4,2,11.9,35.8,medio,equilibrada,False,junio,39,verano,1:00,9:15
6.9,2,1,22.7,40.8,poco,procesada,False,,33,invierno,2:15,8:00
4.6,4,5,31.3,63.4,medio,equilibrada,False,junio,19,verano,2:45,10:45
4.6,4,6,44.1,78.9,medio,equilibrada,False,noviembre,7,otoño,0:45,8:45
10.0,0,3,24.6,79.1,mucho,ayuno,False,marzo,27,primavera,0:45,5:00
3.2,3,3,19.5,50.3,nada,equilibrada,True,diciembre,1,invierno,2:00,9:30
3.7,3,2,42.6,35.8,nada,procesada,False,octubre,28,otoño,21:00,7:00
5.6,3,8,16.5,45.2,medio,ayuno,False,abril,13,primavera,23:00,9:30
5.6,2,3,12.8,46.1,medio,sana,True,marzo,66,primavera,21:15,5:15
4.3,2,4,22.9,75.0,mucho,equilibrada,True,agosto,24,verano,2:45,8:00
4.3,3,2,12.9,75.1,poco,equilibrada,True,septiembre,26,otoño,1:45,7:45
2.1,4,5,44.9,33.4,medio,sana,True,marzo,72,primavera,21:15,9:30
6.4,2,6,34.6,65.0,medio,sana,False,junio,46,verano,2:00,9:45
5.8,1,3,15.4,59.9,medio,procesada,True,diciembre,65,invierno,2:30,7:00
8.8,0,4,15.7,44.1,mucho,equilibrada,True,junio,55,verano,23:30,5:00
2.8,4,3,16.1,28.3,medio,sana,True,junio,19,verano,1:15,7:00
2.5,4,1,41.1,25.0,poco,procesada,False,septiembre,36,otoño,21:45,5:00
8.3,1,1,29.1,36.5,medio,equilibrada,False,enero,21,invierno,23:45,7:15
3.5,1,9,26.6,72.5,medio,muy procesada,True,septiembre,63,otoño,21:30,11:15
7.8,2,5,40.8,40.4,mucho,sana,False,mayo,48,primavera,2:00,8:00
6.1,3,4,30.2,75.4,poco,equilibrada,False,enero,22,invierno,23:45,6:45
6.1,1,1,13.6,71.8,medio,sana,True,abril,52,primavera,2:45,9:30
2.5,4,2,34.5,79.5,medio,sana,True,julio,60,verano,0:00,7:30
5.8,2,2,21.4,39.0,nada,procesada,False,febrero,39,invierno,1:00,8:15
10.0,0,1,42.4,70.4,mucho,equilibrada,False,agosto,13,verano,1:00,9:00
6.7,2,2,19.5,70.1,mucho,ayuno,False,marzo,58,primavera,21:30,5:00
9.6,0,2,17.9,69.1,mucho,sana,False,mayo,33,primavera,20:45,8:45
6.8,1,1,44.2,47.7,mucho,ayuno,True,marzo,23,primavera,2:00,7:00
1.0,4,3,15.4,64.9,medio,muy procesada,True,diciembre,30,invierno,2:45,7:30
7.6,2,2,36.1,68.7,medio,ayuno,False,agosto,18,verano,1:15,8:00
7.3,2,4,18.7,38.8,mucho,sana,False,mayo,28,primavera,23:30,5:45
6.6,1,6,39.0,65.9,mucho,equilibrada,True,abril,1,primavera,0:15,8:30
7.7,2,2,20.7,37.9,medio,ayuno,False,marzo,56,primavera,0:15,8:30
7.2,0,5,36.1,79.0,mucho,sana,True,mayo,33,primavera,23:00,6:15
6.3,3,4,37.4,70.9,medio,equilibrada,False,julio,11,verano,23:30,7:15
8.7,1,2,36.6,58.0,medio,equilibrada,False,mayo,72,primavera,1:00,9:15
6.6,2,1,20.8,59.4,medio,muy procesada,False,noviembre,54,otoño,0:45,7:15
2.5,4,7,31.9,49.9,poco,muy procesada,False,noviembre,60,otoño,1:30,9:15
10.0,0,4,23.3,70.7,mucho,ayuno,False,marzo,42,primavera,22:15,6:30
8.1,0,5,27.5,72.7,mucho,sana,True,agosto,8,verano,1:30,8:00
7.7,1,5,26.0,51.3,medio,sana,False,mayo,73,primavera,20:30,6:45
7.9,2,2,31.4,26.4,medio,sana,False,junio,78,verano,0:30,5:00
5.4,3,3,23.4,54.7,nada,equilibrada,False,enero,70,invierno,2:00,8:00
7.9,1,4,41.7,70.7,mucho,sana,False,julio,73,verano,21:15,9:00
3.2,4,2,30.5,65.6,nada,muy procesada,False,septiembre,22,otoño,2:00,8:45
2.9,4,6,37.2,30.8,poco,procesada,False,febrero,51,invierno,1:00,8:00
3.3,4,6,13.3,30.6,medio,sana,False,abril,68,primavera,22:45,6:15
6.6,2,1,17.4,72.4,mucho,sana,False,marzo,11,primavera,22:15,7:45
6.8,2,2,19.0,59.7,mucho,sana,False,,10,primavera,22:15,5:00
7.5,1,2,31.3,70.8,mucho,sana,False,abril,70,primavera,1:00,7:30
6.0,2,1,38.7,43.1,poco,procesada,False,diciembre,64,invierno,22:00,5:00
8.0,2,3,30.3,63.8,mucho,ayuno,False,agosto,70,verano,2:30,9:15
7.4,1,5,38.7,52.4,medio,muy procesada,False,enero,5,invierno,21:30,5:45
8.7,1,2,12.9,54.6,mucho,sana,False,julio,77,verano,0:30,6:45
2.4,4,3,43.3,29.3,medio,muy procesada,False,enero,71,invierno,0:15,6:45
7.7,1,1,20.9,28.3,mucho,sana,False,agosto,77,verano,20:15,5:30
8.2,1,5,10.3,52.6,mucho,ayuno,False,marzo,28,primavera,21:30,5:15
5.5,2,3,40.7,62.7,mucho,ayuno,True,junio,4,verano,2:00,8:15
4.4,3,1,35.9,68.7,medio,sana,True,julio,62,verano,0:30,5:00
6.3,2,1,38.9,52.1,poco,procesada,False,octubre,14,otoño,2:30,7:30
10.0,0,3,16.2,58.2,mucho,sana,False,agosto,67,verano,0:45,6:00
4.5,3,4,34.7,44.5,medio,ayuno,True,junio,41,verano,20:45,6:30
8.0,0,4,35.3,73.7,mucho,equilibrada,True,marzo,66,primavera,22:45,6:45
8.8,1,6,30.1,56.2,mucho,equilibrada,False,agosto,9,verano,20:30,8:30
7.3,2,7,35.3,43.0,mucho,equilibrada,False,junio,22,verano,20:45,11:15
4.5,2,2,28.7,47.0,poco,procesada,True,diciembre,44,invierno,22:45,5:30
4.9,3,6,17.7,67.6,medio,equilibrada,False,enero,26,invierno,22:00,7:15
1.0,4,2,42.1,69.9,medio,procesada,True,septiembre,76,otoño,0:00,6:15
5.4,2,4,22.6,61.9,mucho,ayuno,True,junio,55,verano,2:00,9:45
6.4,2,2,42.1,72.7,poco,procesada,False,febrero,48,invierno,21:45,6:15
7.8,1,7,17.2,56.4,poco,procesada,False,noviembre,15,otoño,20:45,7:00
6.8,1,3,27.1,49.0,medio,ayuno,True,julio,62,verano,21:45,7:15
2.5,4,7,44.5,44.4,medio,equilibrada,True,enero,66,invierno,23:30,7:30
6.1,1,3,34.8,77.2,medio,sana,True,abril,45,primavera,23:00,5:15
6.2,3,5,15.9,47.6,poco,equilibrada,False,septiembre,64,otoño,22:30,5:00
7.7,1,2,40.7,50.6,mucho,ayuno,False,junio,38,verano,0:15,7:00
4.6,4,3,15.8,57.9,medio,sana,False,julio,75,verano,2:45,10:45
6.5,2,1,11.3,50.9,mucho,ayuno,False,abril,53,primavera,0:30,7:00
4.1,3,3,13.1,50.1,medio,equilibrada,True,abril,49,primavera,21:00,5:15
5.0,3,5,35.5,29.7,nada,procesada,False,octubre,34,otoño,2:30,8:15
8.1,1,3,42.8,48.1,mucho,equilibrada,False,julio,70,verano,2:30,9:30
2.9,4,4,36.2,59.7,nada,equilibrada,True,diciembre,76,invierno,0:30,5:45
6.7,1,3,45.0,52.6,medio,sana,False,marzo,60,primavera,1:45,8:00
5.2,2,2,45.0,52.6,nada,muy procesada,False,noviembre,79,otoño,0:30,7:00
4.6,1,2,20.2,29.4,medio,procesada,True,diciembre,19,invierno,23:00,7:30
2.1,3,4,15.6,69.1,poco,procesada,True,febrero,44,invierno,2:30,9:00
5.3,2,5,35.4,33.4,nada,muy procesada,False,diciembre,27,invierno,21:30,5:45
8.3,1,4,18.2,73.4,nada,procesada,False,octubre,17,otoño,1:00,6:30
8.0,1,2,15.3,71.8,mucho,ayuno,False,agosto,71,verano,20:45,8:00
4.4,3,2,21.0,78.2,poco,muy procesada,False,febrero,76,invierno,0:45,7:15
3.6,3,3,40.8,45.2,medio,muy procesada,False,noviembre,53,otoño,1:30,7:00
3.2,4,3,20.7,27.4,medio,equilibrada,False,julio,4,verano,2:00,9:15
9.1,1,7,41.1,70.6,mucho,equilibrada,False,agosto,6,verano,20:45,9:30
7.8,2,2,41.0,65.0,medio,sana,False,marzo,47,primavera,22:45,6:45
2.8,4,6,12.3,72.6,medio,procesada,False,enero,3,invierno,0:00,8:00
4.7,3,3,30.5,67.7,medio,equilibrada,False,marzo,64,primavera,0:45,8:45
5.5,3,3,16.5,47.1,medio,equilibrada,False,noviembre,65,otoño,1:45,6:45
7.5,2,4,35.1,27.7,medio,ayuno,False,julio,59,verano,2:15,9:15
6.5,2,1,31.9,39.4,medio,procesada,False,febrero,49,invierno,2:30,9:45
5.6,2,6,30.3,47.8,medio,muy procesada,False,diciembre,18,invierno,21:45,5:15
4.6,1,3,22.9,34.6,mucho,ayuno,True,julio,5,verano,2:45,8:30
4.6,4,6,21.9,50.1,nada,equilibrada,False,septiembre,32,otoño,2:00,9:15
3.5,4,5,44.8,48.5,medio,equilibrada,False,mayo,12,primavera,0:15,8:30
5.0,3,9,16.6,68.0,poco,equilibrada,False,febrero,58,invierno,21:15,7:00
8.8,1,3,31.9,71.6,mucho,equilibrada,False,abril,14,primavera,0:45,5:00
4.9,2,4,33.2,60.1,mucho,equilibrada,True,mayo,62,primavera,2:15,9:00
3.7,3,3,15.9,50.9,nada,procesada,False,enero,0,invierno,20:45,5:45
6.3,2,4,20.4,60.6,mucho,sana,False,julio,36,verano,2:15,8:00
6.0,2,2,21.9,43.9,poco,muy procesada,False,octubre,51,otoño,21:45,5:15
5.4,2,7,34.9,49.3,medio,ayuno,True,julio,34,verano,0:15,8:15
7.5,1,3,22.0,36.3,nada,equilibrada,False,enero,14,invierno,21:00,5:15
5.5,2,4,15.7,37.7,mucho,equilibrada,True,julio,13,verano,0:00,6:00
5.5,1,2,40.7,78.8,poco,muy procesada,True,enero,26,invierno,23:30,7:30
6.0,3,1,33.2,50.7,medio,equilibrada,False,,38,verano,0:00,5:15
8.0,0,8,16.2,79.0,mucho,ayuno,True,junio,29,verano,22:30,8:30
3.4,4,5,42.6,66.4,medio,equilibrada,False,julio,58,verano,0:00,8:30
7.8,1,7,20.4,31.6,nada,equilibrada,False,noviembre,60,otoño,2:15,10:45
4.3,4,3,41.0,43.2,medio,equilibrada,False,junio,55,verano,21:15,5:45
8.6,1,4,15.9,47.7,mucho,equilibrada,False,junio,80,verano,20:15,11:00
8.2,1,3,12.3,73.2,poco,equilibrada,False,febrero,22,invierno,1:15,7:30
3.6,4,2,42.9,51.6,medio,equilibrada,False,marzo,8,primavera,22:30,11:45
6.2,2,1,10.0,42.4,mucho,equilibrada,False,agosto,11,verano,1:15,8:30
3.7,4,5,22.0,25.4,medio,equilibrada,False,noviembre,58,otoño,23:45,6:00
4.1,4,4,31.3,45.4,poco,equilibrada,False,febrero,7,invierno,23:00,7:45
1.8,4,7,41.5,79.2,poco,equilibrada,True,noviembre,1,otoño,21:45,5:15
5.0,2,5,23.0,72.7,mucho,equilibrada,True,julio,23,verano,20:00,5:30
4.2,3,2,19.3,73.8,poco,muy procesada,False,febrero,17,invierno,2:45,10:45
6.1,1,1,19.4,47.3,nada,equilibrada,True,febrero,39,invierno,0:45,8:15
8.4,1,6,39.6,50.3,medio,muy procesada,False,enero,48,invierno,23:15,7:00
6.5,1,3,13.3,33.0,medio,equilibrada,True,agosto,36,verano,0:30,8:15
6.2,2,1,40.6,56.5,medio,equilibrada,False,marzo,40,primavera,1:15,6:45
2.7,4,2,27.0,41.9,poco,procesada,False,septiembre,32,otoño,0:45,7:45
4.3,3,3,44.7,59.9,medio,ayuno,True,agosto,19,verano,0:45,5:15
3.9,3,5,34.7,62.0,poco,muy procesada,False,septiembre,64,otoño,1:15,7:00
7.9,2,4,29.4,57.4,mucho,equilibrada,False,agosto,4,verano,2:00,7:45
4.3,2,6,37.5,77.8,poco,equilibrada,True,noviembre,48,otoño,20:45,6:30
7.2,1,3,10.1,68.1,medio,equilibrada,True,enero,6,invierno,21:45,11:30
8.2,1,2,38.9,39.9,mucho,sana,False,julio,75,verano,2:00,10:15
3.7,3,5,15.1,25.0,medio,equilibrada,True,abril,72,primavera,1:00,9:45
3.2,4,4,14.8,49.8,nada,procesada,False,diciembre,0,invierno,22:45,5:15
6.1,1,1,31.2,38.2,poco,muy procesada,True,noviembre,61,otoño,0:00,7:00
2.1,4,9,39.6,54.3,poco,procesada,False,diciembre,79,invierno,23:00,9:30
3.2,4,4,26.5,56.8,medio,procesada,False,octubre,14,otoño,0:00,5:45
1.5,4,3,21.6,67.4,medio,procesada,True,noviembre,54,otoño,0:45,8:30
5.2,3,1,14.8,52.2,poco,procesada,False,diciembre,79,invierno,0:00,5:30
9.7,0,5,10.0,56.9,mucho,sana,False,abril,32,primavera,23:30,5:15
4.8,3,5,30.7,26.0,medio,procesada,False,febrero,14,invierno,0:00,7:30
6.2,2,3,32.0,39.6,medio,ayuno,False,junio,17,verano,1:45,6:45
1.6,4,1,43.3,52.0,medio,ayuno,True,junio,72,verano,21:15,5:45
5.8,1,9,42.4,39.8,poco,procesada,True,noviembre,0,otoño,20:45,7:45
5.2,2,8,32.3,68.8,nada,procesada,False,enero,6,invierno,20:30,10:00
1.2,4,11,34.0,69.3,poco,procesada,True,febrero,20,invierno,21:00,10:30
6.2,1,5,29.3,45.1,medio,muy procesada,True,febrero,76,invierno,23:00,10:45
10.0,0,1,40.9,30.4,mucho,equilibrada,False,agosto,77,verano,22:30,7:45
4.6,3,2,33.3,37.2,medio,ayuno,False,agosto,12,verano,1:45,6:15
3.5,4,1,32.6,75.0,nada,equilibrada,False,septiembre,16,otoño,1:30,9:15
4.6,4,1,14.1,26.1,medio,equilibrada,False,agosto,51,verano,23:45,6:30
2.9,3,4,26.1,28.9,medio,procesada,True,diciembre,18,invierno,1:00,9:15
8.2,1,4,43.5,54.4,nada,procesada,False,,26,otoño,0:00,7:00
4.4,3,2,37.0,25.5,medio,muy procesada,False,diciembre,25,invierno,2:00,9:45
4.4,3,2,13.1,42.4,nada,muy procesada,False,septiembre,63,otoño,2:30,9:00
5.0,3,14,26.6,79.7,poco,muy procesada,False,octubre,13,otoño,20:45,11:30
5.4,2,4,12.5,37.0,medio,equilibrada,True,febrero,80,invierno,2:45,8:15
1.0,4,1,22.3,61.6,nada,muy procesada,True,febrero,22,invierno,1:30,9:45
2.7,3,2,26.2,38.6,nada,procesada,True,septiembre,20,otoño,0:45,8:15
7.8,1,5,23.5,48.7,mucho,ayuno,False,julio,76,verano,2:45,9:00
1.0,3,3,30.3,47.5,nada,procesada,True,septiembre,34,otoño,1:15,6:15
7.8,1,9,33.4,62.1,mucho,equilibrada,False,junio,23,verano,20:45,11:00
7.6,1,1,16.5,44.7,mucho,ayuno,False,marzo,8,primavera,1:45,6:00
5.7,2,5,25.7,32.3,medio,procesada,False,febrero,13,invierno,23:00,5:15
4.8,4,3,44.5,53.4,nada,equilibrada,False,septiembre,58,otoño,21:30,9:30
4.8,3,1,10.6,52.2,medio,equilibrada,False,noviembre,71,otoño,23:45,10:00
4.8,3,4,21.9,38.3,medio,ayuno,False,mayo,50,primavera,1:00,7:45
4.9,3,5,30.7,28.5,medio,procesada,False,noviembre,75,otoño,23:00,6:00
2.8,3,3,36.6,46.7,nada,equilibrada,True,octubre,71,otoño,22:45,6:00
4.5,2,9,21.5,63.0,mucho,sana,True,agosto,17,verano,22:30,11:15
10.0,0,5,31.1,32.9,mucho,equilibrada,False,abril,73,primavera,2:30,10:15
8.2,0,7,11.3,39.3,mucho,equilibrada,False,julio,72,verano,21:15,5:00
5.6,1,2,10.1,70.0,medio,equilibrada,True,enero,59,invierno,0:15,7:15
7.7,1,2,22.2,51.4,nada,procesada,False,diciembre,54,invierno,1:00,7:30
7.7,0,3,15.0,28.9,mucho,sana,True,junio,70,verano,1:00,7:00
5.7,3,3,24.4,75.2,medio,equilibrada,False,julio,57,verano,23:00,5:00
7.3,1,1,36.9,63.9,medio,ayuno,True,agosto,71,verano,0:45,6:30
8.9,1,4,40.7,69.4,medio,equilibrada,False,abril,59,primavera,1:45,8:30
6.3,2,14,34.0,38.1,medio,equilibrada,False,noviembre,54,otoño,20:00,11:45
5.0,2,3,13.6,73.3,medio,equilibrada,True,noviembre,4,otoño,23:30,11:45
9.3,1,3,37.2,58.5,mucho,equilibrada,False,mayo,49,primavera,21:00,5:30
2.4,4,3,10.7,54.4,nada,procesada,False,octubre,48,otoño,2:45,8:30
1.3,4,10,27.7,61.0,medio,sana,True,marzo,40,primavera,20:30,7:15
7.1,2,6,10.8,59.2,mucho,equilibrada,False,mayo,70,primavera,22:30,5:00
8.8,1,5,41.5,56.5,poco,equilibrada,False,octubre,24,otoño,2:45,8:30
2.7,4,1,24.4,30.0,medio,muy procesada,False,diciembre,31,invierno,0:00,5:00
6.2,1,2,31.5,48.6,mucho,equilibrada,True,marzo,41,primavera,23:15,7:15
4.7,3,2,44.6,75.6,nada,muy procesada,False,enero,3,invierno,0:45,6:00
8.5,1,1,23.7,59.8,medio,equilibrada,False,agosto,36,verano,2:45,9:30
9.0,1,4,12.9,45.5,mucho,ayuno,False,abril,64,primavera,1:45,6:45
1.0,4,5,34.2,26.3,nada,muy procesada,True,febrero,15,invierno,0:45,8:30
8.7,1,1,32.6,29.1,medio,ayuno,False,abril,62,primavera,23:15,7:15
2.7,3,8,11.3,64.4,medio,sana,True,julio,65,verano,22:15,8:00
10.0,0,3,41.9,76.2,mucho,ayuno,False,abril,10,primavera,1:00,6:15
9.7,0,6,22.0,30.0,mucho,sana,False,julio,16,verano,20:45,11:00
5.1,3,5,36.7,49.0,poco,procesada,False,enero,0,invierno,20:00,10:15
3.7,4,1,43.6,37.2,medio,muy procesada,False,septiembre,68,otoño,23:00,6:15
5.0,3,10,26.9,62.0,poco,equilibrada,False,diciembre,60,invierno,20:15,10:00
5.7,1,9,15.0,76.8,mucho,sana,True,mayo,0,primavera,20:15,11:45
2.0,4,3,42.9,70.0,medio,ayuno,True,julio,56,verano,1:00,9:15
7.5,1,5,13.4,54.7,mucho,ayuno,False,agosto,42,verano,1:30,7:15
3.8,4,3,39.6,42.4,medio,ayuno,False,julio,57,verano,1:45,8:30
2.9,4,3,35.3,60.1,medio,muy procesada,False,septiembre,4,otoño,2:45,7:30
9.1,0,4,31.6,68.6,mucho,ayuno,False,abril,65,primavera,0:15,7:15
2.4,3,1,15.6,54.4,medio,muy procesada,True,octubre,21,otoño,0:00,6:30
7.6,2,5,11.1,46.6,mucho,sana,False,marzo,22,primavera,1:30,8:15
3.1,3,5,17.5,62.8,nada,muy procesada,True,diciembre,29,invierno,21:45,5:15
3.6,4,7,35.1,41.9,medio,procesada,False,septiembre,26,otoño,22:15,6:30
3.5,4,3,36.6,41.3,medio,ayuno,False,agosto,76,verano,22:30,5:30
4.0,4,4,19.0,48.9,medio,ayuno,False,marzo,53,primavera,2:15,8:00
4.9,1,1,22.2,47.8,medio,muy procesada,True,noviembre,26,otoño,23:00,7:30
3.9,3,8,40.3,35.7,nada,procesada,False,febrero,17,invierno,20:15,6:15
5.5,3,2,22.6,51.1,nada,equilibrada,False,octubre,11,otoño,2:00,10:00
3.2,3,2,11.8,41.9,medio,sana,True,junio,73,verano,21:15,5:30
5.4,3,1,27.7,48.8,nada,equilibrada,False,octubre,63,otoño,0:00,8:30
5.6,2,6,28.1,37.8,mucho,sana,True,junio,59,verano,23:45,6:30
5.3,3,1,30.2,56.6,medio,procesada,False,febrero,27,invierno,0:00,5:00
7.2,0,2,33.8,68.4,mucho,equilibrada,True,abril,23,primavera,0:15,7:00
7.2,2,1,32.1,38.7,poco,equilibrada,False,diciembre,78,invierno,22:30,5:15
